"year","month","sti1","ts","time","sti2","sti3","sti4","sti5","sti6","sti7","sti8","sti9","sti10","sti11","sti12"
1671,9,0,1671.71,"1671-9-15 00:00:00",0.670193561013801,1.06063000929707,0.898318818448719,1.57946305256608,1.77706850712225,1.95089398400152,2.40818995144743,2.81234004155374,2.64636491922247,2.00374125465129,1.66737181933524
1671,10,1,1671.79,"1671-10-15 00:00:00",0.670193561013801,1.06063000929707,1.34747822767308,1.18459728942456,1.77706850712225,1.95089398400152,2.1071662075165,2.53110603739836,2.91100141114471,2.75514422514552,2.14376376771674
1671,11,-1,1671.88,"1671-11-15 00:00:00",0,0,0.449159409224359,0.789731526283038,0.710827402848901,1.30059598933434,1.50511871965464,1.68740402493224,2.11709193537797,2.50467656831411,2.38195974190748
1671,12,0,1671.96,"1671-12-15 00:00:00",-0.670193561013801,0,0,0.394865763141519,0.710827402848901,0.650297994667172,1.20409497572371,1.40617002077687,1.58781895153348,2.00374125465129,2.38195974190748
1672,1,-2,1672.04,"1672-1-15 00:00:00",-1.3403871220276,-1.5909450139456,-0.898318818448719,-0.789731526283038,-0.355413701424451,0,0,0.562468008310747,0.79390947576674,1.00187062732564,1.42917584514449
1672,2,-2,1672.12,"1672-2-15 00:00:00",-2.6807742440552,-2.12126001859413,-2.2457970461218,-1.57946305256608,-1.4216548056978,-0.975446992000758,-0.602047487861857,-0.562468008310747,0,0.250467656831411,0.476391948381497
1672,3,1,1672.21,"1672-3-15 00:00:00",-0.670193561013801,-1.5909450139456,-1.34747822767308,-1.57946305256608,-1.06624110427335,-0.975446992000758,-0.602047487861857,-0.281234004155374,-0.264636491922247,0.250467656831411,0.476391948381497
1672,4,-1,1672.29,"1672-4-15 00:00:00",0,-1.06063000929707,-1.79663763689744,-1.57946305256608,-1.77706850712225,-1.30059598933434,-1.20409497572371,-0.843702012466121,-0.529272983844494,-0.500935313662822,0
1672,5,0,1672.38,"1672-5-15 00:00:00",-0.670193561013801,0,-0.898318818448719,-1.57946305256608,-1.4216548056978,-1.62574498666793,-1.20409497572371,-1.12493601662149,-0.79390947576674,-0.500935313662822,-0.476391948381497
1672,6,0,1672.46,"1672-6-15 00:00:00",0,-0.530315004648533,0,-0.789731526283038,-1.4216548056978,-1.30059598933434,-1.50511871965464,-1.12493601662149,-1.05854596768899,-0.751402970494233,-0.476391948381497
1672,7,-2,1672.54,"1672-7-15 00:00:00",-1.3403871220276,-1.06063000929707,-1.34747822767308,-0.789731526283038,-1.4216548056978,-1.95089398400152,-1.80614246358557,-1.96863802908762,-1.58781895153348,-1.50280594098847,-1.19097987095374
1672,8,-1,1672.62,"1672-8-15 00:00:00",-2.0105806830414,-1.5909450139456,-1.34747822767308,-1.57946305256608,-1.06624110427335,-1.62574498666793,-2.1071662075165,-1.96863802908762,-2.11709193537797,-1.75327359781988,-1.66737181933524
1672,9,-1,1672.71,"1672-9-15 00:00:00",-1.3403871220276,-2.12126001859413,-1.79663763689744,-1.57946305256608,-1.77706850712225,-1.30059598933434,-1.80614246358557,-2.24987203324299,-2.11709193537797,-2.2542089114827,-1.90556779352599
1672,10,0,1672.79,"1672-10-15 00:00:00",-0.670193561013801,-1.06063000929707,-1.79663763689744,-1.57946305256608,-1.4216548056978,-1.62574498666793,-1.20409497572371,-1.68740402493224,-2.11709193537797,-2.00374125465129,-2.14376376771674
1672,11,0,1672.88,"1672-11-15 00:00:00",0,-0.530315004648533,-0.898318818448719,-1.57946305256608,-1.4216548056978,-1.30059598933434,-1.50511871965464,-1.12493601662149,-1.58781895153348,-2.00374125465129,-1.90556779352599
1672,12,0,1672.96,"1672-12-15 00:00:00",0,0,-0.449159409224359,-0.789731526283038,-1.4216548056978,-1.30059598933434,-1.20409497572371,-1.40617002077687,-1.05854596768899,-1.50280594098847,-1.90556779352599
1673,1,2,1673.04,"1673-1-15 00:00:00",1.3403871220276,1.06063000929707,0.898318818448719,0.394865763141519,0,-0.650297994667172,-0.602047487861857,-0.562468008310747,-0.79390947576674,-0.500935313662822,-0.952783896762994
1673,2,2,1673.12,"1673-2-15 00:00:00",2.6807742440552,2.12126001859413,1.79663763689744,1.57946305256608,1.06624110427335,0.650297994667172,0,0,0,-0.250467656831411,0
1673,3,0,1673.21,"1673-3-15 00:00:00",1.3403871220276,2.12126001859413,1.79663763689744,1.57946305256608,1.4216548056978,0.975446992000758,0.602047487861857,0,0,0,-0.238195974190748
1673,4,0,1673.29,"1673-4-15 00:00:00",0,1.06063000929707,1.79663763689744,1.57946305256608,1.4216548056978,1.30059598933434,0.903071231792785,0.562468008310747,0,0,0
